congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
113,House,14869,40,10,VA,200,0,1,"WOLF, Frank Rudolph",W000672,1939,,0.284,-0.213,-177.29815,0.838,1005,64,,0.264,-0.002
113,House,20143,40,4,VA,200,0,1,"FORBES, J. Randy",F000445,1952,,0.407,0.218,-122.06726,0.886,1008,58,,0.353,0.411
113,House,20144,40,7,VA,200,1,1,"CANTOR, Eric",C001046,1963,,0.518,0.191,-106.43994,0.888,892,48,,0.427,0.299
113,House,20756,40,1,VA,200,0,1,"WITTMAN, Robert J.",W000804,1959,,0.422,-0.035,-163.98157,0.85109,1017,72,,0.427,0.279
113,House,20952,40,11,VA,100,0,1,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.305,-0.023,-179.91053,0.83757,1015,80,,-0.346,0.013
113,House,21185,40,2,VA,200,0,1,"RIGELL, E. Scott",R000589,1960,,0.405,-0.084,-186.22668,0.832,1012,87,,0.467,-0.198
113,House,21186,40,5,VA,200,0,1,"HURT, Robert",H001060,1969,,0.568,0.0,-103.20945,0.901,992,39,,0.562,-0.062
113,House,21191,40,9,VA,200,0,1,"GRIFFITH, H. Morgan",G000568,1958,,0.545,-0.46,-255.60539,0.77719,1014,124,,0.53,-0.505
113,House,21553,40,7,VA,200,2,2,"BRAT, David A.",B001290,1964,,0.838,-0.309,-7.79048,0.78972,33,5,,0.547,-0.831
113,House,29149,40,8,VA,100,0,1,"MORAN, James P.",M000933,1945,,-0.302,-0.203,-188.66982,0.825,982,74,,-0.326,-0.198
113,House,39307,40,3,VA,100,0,1,"SCOTT, Robert C.",S000185,1947,,-0.451,0.011,-142.10275,0.86948,1016,55,,-0.413,-0.036
113,House,39308,40,6,VA,200,0,1,"GOODLATTE, Robert William",G000289,1952,,0.495,-0.004,-119.54418,0.88817,1008,47,,0.508,0.113
113,House,15613,73,7,WA,100,0,1,"McDERMOTT, James A.",M000404,1936,,-0.666,-0.197,-111.17858,0.895,998,63,,-0.655,-0.066
113,House,20145,73,2,WA,100,0,1,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.365,0.197,-141.68981,0.86383,968,58,,-0.364,0.132
113,House,20535,73,5,WA,200,0,1,"McMORRIS RODGERS, Cathy",M001159,1969,,0.43,0.147,-96.09076,0.90714,986,39,,0.43,0.132
113,House,20536,73,8,WA,200,0,1,"REICHERT, David G.",R000578,1950,,0.223,-0.16,-219.63413,0.80594,1018,96,,0.231,-0.002
113,House,21187,73,3,WA,200,0,1,"HERRERA BEUTLER, Jaime",H001056,1978,,0.38,-0.228,-176.18632,0.79309,760,81,,0.357,-0.289
113,House,21368,73,6,WA,100,0,1,"KILMER, Derek",K000381,1974,,-0.307,-0.046,-166.8085,0.8472,1006,89,,-0.296,-0.06
113,House,21369,73,10,WA,100,0,1,"HECK, Denny",H001064,1952,,-0.316,-0.119,-116.03479,0.8893,989,46,,-0.323,-0.139
113,House,29580,73,4,WA,200,0,1,"HASTINGS, Richard Norman (Doc)",H000329,1941,,0.416,0.411,-112.89649,0.894,1006,45,,0.32,0.341
113,House,29768,73,9,WA,100,0,1,"SMITH, Adam",S000510,1965,,-0.282,-0.149,-186.36397,0.81573,915,72,,-0.379,0.006
113,House,31101,73,1,WA,100,0,1,"DelBENE, Suzan K.",D000617,1962,,-0.278,-0.229,-150.0827,0.86217,1012,70,,-0.254,-0.218
113,House,14448,56,3,WV,100,0,1,"RAHALL, Nick Joe, II",R000011,1949,,-0.306,0.45,-524.56524,0.596,1015,242,,-0.183,0.369
113,House,20146,56,2,WV,200,0,1,"CAPITO, Shelley Moore",C001047,1953,,0.259,0.052,-101.42898,0.90042,967,31,,0.291,0.139
113,House,21188,56,1,WV,200,0,1,"McKINLEY, David",M001180,1947,,0.289,0.139,-151.32043,0.86225,1021,63,,0.311,-0.02
113,House,14657,25,5,WI,200,0,1,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.646,-0.622,-158.80199,0.85411,1007,74,,0.66,-0.587
113,House,14675,25,6,WI,200,0,1,"PETRI, Thomas Evert",P000265,1940,,0.379,-0.367,-230.49637,0.797,1017,102,,0.55,-0.552
113,House,20537,25,4,WI,100,0,1,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.532,-0.242,-118.08765,0.88756,990,63,,-0.524,-0.166
113,House,21189,25,7,WI,200,0,1,"DUFFY, Sean",D000614,1971,,0.505,-0.142,-146.79282,0.85889,965,74,,0.538,-0.095
113,House,21190,25,8,WI,200,0,1,"RIBBLE, Reid",R000587,1956,,0.603,-0.333,-154.59665,0.858,1008,79,,0.699,-0.357
113,House,21370,25,2,WI,100,0,1,"POCAN, Mark",P000607,1964,,-0.553,-0.47,-74.95731,0.92881,1015,26,,-0.593,-0.423
113,House,29769,25,3,WI,100,0,1,"KIND, Ron",K000188,1963,,-0.263,-0.095,-223.97657,0.8004,1006,104,,-0.303,-0.059
113,House,29939,25,1,WI,200,0,1,"RYAN, Paul D.",R000570,1970,,0.556,-0.25,-119.47745,0.88936,1019,40,,0.52,0.038
113,House,20953,68,1,WY,200,0,1,"LUMMIS, Cynthia M.",L000571,1954,,0.675,-0.357,-189.41175,0.826,992,93,,0.659,-0.381
